Status,Family size,AMI,Gender,Monthly Rent,Back Rent Claimed,zip,0,1,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Male,"$1,435.24 ","$2,870.48 ",90025,2870.48,1435.24,,,,,,1
Tenant Approved: Closed Landlord Paid,4,30,Male,"$1,435.81 ","$8,614.86 ",90035,0,1435.81,,,,,,1
Tenant Application Received,2,30,Female,"$1,435.92 ","$16,684.12 ",91601,0,1435.92,,,,,,1
Tenant Application Received,1,30,Male,"$1,436.00 ","$17,866.51 ",90004,0,1436,,,,,,1
Tenant Application Received,5,30,Male,"$1,436.00 ","$14,360.00 ",91601,0,1436,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,436.00 ","$1,373.68 ",90020,1373.68,1436,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Female,"$1,437.00 ","$1,437.00 ",90017,1437,1437,,,,,,1
Tenant Application Received,1,30,Female,"$1,437.61 ","$14,376.10 ",90057,0,1437.61,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,437.82 ","$1,937.82 ",91304,1937.82,1437.82,,,,,,1
Tenant Application Received,2,30,Female,"$1,438.00 ","$7,856.00 ",90003,7856,1438,,,,,,1
Tenant Application Received,1,30,Female,"$1,438.23 ","$28,764.60 ",90012,0,1438.23,,,,,,1
Tenant Pending Final Submission of Documents,7,30,Male,"$1,438.34 ","$4,206.40 ",90057,4206.4,1438.34,,,,,,1
Tenant Application Received,1,30,Female,"$1,439.00 ","$15,829.00 ",91316,0,1439,,,,,,1
Application on Hold,2,30,Male,"$1,439.00 ","$8,634.00 ",91324,0,1439,,,,,,1
Closed Ineligible,3,30,Female,"$1,439.00 ","$5,756.00 ",90302,5756,1439,,,,,,1
Tenant Pending Final Submission of Documents,6,30,Female,"$1,439.00 ","$2,278.00 ",90043,2278,1439,,,,,,1
Tenant Approved: Closed Landlord Paid,3,30,Female,"$1,439.00 ","$1,994.91 ",90043,1994.91,1439,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Female,"$1,439.94 ","$4,319.82 ",90004,4319.82,1439.94,,,,,,1
Tenant Application Received,3,30,Female,"$1,440.00 ","$44,680.00 ",90033,0,1440,,,,,,1
Tenant Application Received,2,30,Male,"$1,440.00 ","$25,920.00 ",91040,0,1440,,,,,,1
Tenant Application Received,1,30,Male,"$1,440.00 ","$16,600.00 ",91335,0,1440,,,,,,1
Tenant Application Received,3,30,Female,"$1,440.00 ","$10,080.00 ",91352,0,1440,,,,,,1
Tenant Application Received,1,30,Female,"$1,440.00 ","$9,800.00 ",91601,0,1440,,,,,,1
Closed Ineligible,1,30,Male,"$1,440.00 ","$9,233.44 ",90004,0,1440,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Female,"$1,440.00 ","$8,640.00 ",91405,0,1440,,,,,,1
Application on Hold,4,30,Female,"$1,440.00 ","$8,257.02 ",91605,8257.02,1440,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,4,30,Male,"$1,440.00 ","$5,760.00 ",90023,5760,1440,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,440.00 ","$5,760.00 ",90037,5760,1440,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Female,"$1,440.00 ","$4,131.35 ",91605,4131.35,1440,,,,,,1
Tenant Application Received,1,30,Female,"$1,440.00 ","$1,731.00 ",91605,1731,1440,,,,,,1
Tenant Application Received,1,30,Female,"$1,440.44 ","$14,026.52 ",91601,0,1440.44,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,440.75 ","$8,644.50 ",90037,0,1440.75,,,,,,1
Tenant Application Received,2,30,Female,"$1,441.00 ","$23,056.00 ",90012,0,1441,,,,,,1
Tenant Application Received,3,30,Female,"$1,441.00 ","$17,292.00 ",91352,0,1441,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,2,30,Female,"$1,441.00 ","$6,383.29 ",90026,6383.29,1441,,,,,,1
Closed Ineligible,4,30,Female,"$1,442.00 ","$15,141.00 ",90305,0,1442,,,,,,1
Tenant Application Received,2,30,Female,"$1,442.00 ","$12,978.00 ",90006,0,1442,,,,,,1
Tenant Application Received,4,30,Male,"$1,442.00 ","$12,958.00 ",91605,0,1442,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,"$1,442.00 ","$8,652.00 ",90033,0,1442,,,,,,1
Application on Hold,3,30,Female,"$1,442.00 ","$4,884.00 ",91411,4884,1442,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,442.00 ","$4,747.00 ",90044,4747,1442,,,,,,1
Tenant Eligibility Under Review,3,30,Female,"$1,442.00 ","$4,326.00 ",91405,4326,1442,,,,,,1
Tenant Application Received,1,30,Female,"$1,442.59 ","$24,524.03 ",90028,0,1442.59,,,,,,1
Tenant Application Received,1,30,Female,"$1,443.00 ","$18,923.44 ",90066,0,1443,,,,,,1
Application on Hold,4,30,Male,"$1,443.00 ","$8,658.00 ",91402,0,1443,,,,,,1
Closed Ineligible,2,30,Female,"$1,443.00 ","$8,658.00 ",90221,0,1443,,,,,,1
Application on Hold,3,30,Female,"$1,443.00 ","$7,215.00 ",90247,7215,1443,,,,,,1
Application on Hold,1,30,Female,"$1,443.00 ","$7,215.00 ",90016,7215,1443,,,,,,1
Application on Hold,2,30,Female,"$1,443.00 ","$5,772.00 ",90020,5772,1443,,,,,,1
Tenant Eligibility Under Review,4,50,Female,"$1,443.00 ","$5,248.00 ",90004,5248,1443,,,,,,1
Tenant Eligibility Under Review,1,30,Male,"$1,443.62 ",$533.80 ,90068,533.8,1443.62,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,2,30,Male,"$1,443.91 ","$3,105.39 ",90027,3105.39,1443.91,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,444.00 ","$2,888.00 ",90057,2888,1444,,,,,,1
Closed Ineligible,6,30,Female,"$1,444.00 ","$1,988.00 ",90061,1988,1444,,,,,,1
Tenant Application Received,3,30,Female,"$1,444.44 ","$8,749.96 ",90023,0,1444.44,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,444.63 ","$1,444.63 ",90066,1444.63,1444.63,,,,,,1
Tenant Application Received,2,30,Female,"$1,445.00 ","$14,450.00 ",91607,0,1445,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,445.00 ","$13,340.00 ",90005,0,1445,,,,,,1
Tenant Application Received,2,30,Female,"$1,445.00 ","$11,546.94 ",91401,0,1445,,,,,,1
Application on Hold,1,30,Female,"$1,445.00 ","$8,225.00 ",90044,8225,1445,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,445.00 ","$6,530.00 ",90028,6530,1445,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,445.00 ","$6,270.00 ",91411,6270,1445,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Female,"$1,445.00 ","$4,335.00 ",90028,4335,1445,,,,,,1
Closed Ineligible,3,50,Female,"$1,445.40 ","$10,117.80 ",90019,0,1445.4,,,,,,1
Application on Hold,2,30,Female,"$1,445.60 ","$8,673.60 ",91605,0,1445.6,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,446.00 ","$18,784.00 ",90037,0,1446,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,446.00 ","$8,676.00 ",90043,0,1446,,,,,,1
Tenant Application Received,2,30,Female,"$1,446.12 ","$14,461.20 ",91325,0,1446.12,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,7,30,Female,"$1,446.12 ","$2,892.24 ",91402,2892.24,1446.12,,,,,,1
Tenant Application Received,1,30,Male,"$1,446.14 ","$17,353.56 ",91602,0,1446.14,,,,,,1
Tenant Application Received,2,30,Female,"$1,446.39 ","$12,163.90 ",91605,0,1446.39,,,,,,1
Tenant Application Received,1,30,Female,"$1,447.31 ","$21,328.35 ",90291,0,1447.31,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,3,30,Female,"$1,447.78 ","$2,895.56 ",90019,2895.56,1447.78,,,,,,1
Tenant Application Received,2,30,Female,"$1,448.00 ","$15,028.00 ",90031,0,1448,,,,,,1
Tenant Application Received,1,30,Male,"$1,448.00 ","$14,480.00 ",90068,0,1448,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,"$1,448.00 ","$2,696.00 ",90744,2696,1448,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Male,"$1,448.26 ","$5,540.64 ",91304,5540.64,1448.26,,,,,,1
Closed Ineligible,3,30,Male,"$1,448.64 ","$4,345.92 ",90033,4345.92,1448.64,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Female,"$1,448.73 ","$4,453.52 ",90020,4453.52,1448.73,,,,,,1
Closed Ineligible,3,30,Male,"$1,448.95 ","$1,448.95 ",91405,1448.95,1448.95,,,,,,1
Tenant Application Received,1,30,Male,"$1,449.00 ","$15,939.00 ",90039,0,1449,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,4,30,Female,"$1,449.00 ","$1,492.24 ",90005,1492.24,1449,,,,,,1
Tenant Application Received,4,30,Female,"$1,449.10 ","$24,634.70 ",91306,0,1449.1,,,,,,1
Tenant Application Received,3,30,Male,"$1,449.18 ","$24,636.06 ",90020,0,1449.18,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,449.32 ",$804.40 ,91607,804.4,1449.32,,,,,,1
Application on Hold,1,30,Female,"$1,449.44 ",$841.62 ,90020,841.62,1449.44,,,,,,1
Application on Hold,3,30,Female,"$1,449.60 ","$6,838.00 ",90008,6838,1449.6,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$65,250.00 ",90008,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$58,000.00 ",90018,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$50,750.00 ",90005,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$40,600.00 ",90027,0,1450,,,,,,1
Closed Ineligible,4,30,Male,"$1,450.00 ","$40,600.00 ",91605,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$35,412.50 ",90020,0,1450,,,,,,1
Application on Hold,2,30,Female,"$1,450.00 ","$30,000.00 ",91402,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$26,100.00 ",90731,0,1450,,,,,,1
Tenant Application Received,2,30,Female,"$1,450.00 ","$24,650.00 ",91402,0,1450,,,,,,1
Tenant Application Received,2,30,Female,"$1,450.00 ","$24,433.33 ",90031,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$23,200.00 ",90014,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$23,200.00 ",90057,0,1450,,,,,,1
Closed Ineligible,3,30,Male,"$1,450.00 ","$22,400.00 ",90044,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$22,200.00 ",90020,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$22,172.00 ",91606,0,1450,,,,,,1
Closed Ineligible,1,30,Male,"$1,450.00 ","$22,100.00 ",90069,0,1450,,,,,,1
Tenant Application Received,4,30,Female,"$1,450.00 ","$21,980.00 ",90023,0,1450,,,,,,1
Tenant Application Received,3,30,Female,"$1,450.00 ","$21,750.00 ",90042,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$20,955.00 ",90005,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$20,700.00 ",90005,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$20,500.00 ",90038,0,1450,,,,,,1
Tenant Application Received,3,30,Female,"$1,450.00 ","$20,300.00 ",90059,0,1450,,,,,,1
Tenant Application Received,2,30,Female,"$1,450.00 ","$18,850.00 ",91402,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$18,850.00 ",90028,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$17,492.19 ",90044,0,1450,,,,,,1
Tenant Application Received,2,30,Female,"$1,450.00 ","$17,400.00 ",90003,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$17,400.00 ",90028,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$17,400.00 ",90025,0,1450,,,,,,1
Tenant Application Received,4,30,Male,"$1,450.00 ","$17,400.00 ",90012,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$17,106.00 ",90020,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$16,925.00 ",90065,0,1450,,,,,,1
Tenant Application Received,3,30,Female,"$1,450.00 ","$16,250.00 ",90019,0,1450,,,,,,1
Tenant Application Received,3,30,Female,"$1,450.00 ","$15,950.00 ",90059,0,1450,,,,,,1
Closed Ineligible,2,30,Female,"$1,450.00 ","$15,950.00 ",90005,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$15,950.00 ",90003,0,1450,,,,,,1
Tenant Application Received,5,30,Female,"$1,450.00 ","$15,950.00 ",90023,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$15,940.00 ",91605,0,1450,,,,,,1
Tenant Application Received,3,30,Female,"$1,450.00 ","$15,840.00 ",91406,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$15,400.00 ",90027,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$15,350.00 ",91602,0,1450,,,,,,1
Tenant Application Received,3,30,Male,"$1,450.00 ","$14,725.00 ",91356,0,1450,,,,,,1
Tenant Application Received,2,30,Female,"$1,450.00 ","$14,500.00 ",90062,0,1450,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,5,30,Female,"$1,450.00 ","$14,500.00 ",90004,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$13,700.00 ",90028,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$13,160.00 ",90029,0,1450,,,,,,1
Tenant Application Received,3,30,Male,"$1,450.00 ","$13,050.00 ",90003,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$13,050.00 ",90005,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$13,050.00 ",90047,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$13,050.00 ",91405,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$13,050.00 ",90006,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$11,960.00 ",90016,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$11,600.00 ",90027,0,1450,,,,,,1
Closed Ineligible,2,30,Male,"$1,450.00 ","$11,600.00 ",90602,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,450.00 ","$11,600.00 ",90027,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$11,600.00 ",90044,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$11,600.00 ",90020,0,1450,,,,,,1
Tenant Application Received,3,30,Male,"$1,450.00 ","$11,600.00 ",91402,0,1450,,,,,,1
Tenant Application Received,2,30,Female,"$1,450.00 ","$11,000.00 ",91402,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$10,150.00 ",91316,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$10,150.00 ",90019,0,1450,,,,,,1
Tenant Application Received,5,30,Male,"$1,450.00 ","$10,150.00 ",90033,0,1450,,,,,,1
Tenant Application Received,3,30,Female,"$1,450.00 ","$10,150.00 ",90732,0,1450,,,,,,1
Closed Ineligible,1,30,Female,"$1,450.00 ","$10,150.00 ",91706,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$10,150.00 ",91405,0,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$10,150.00 ",90044,0,1450,,,,,,1
Tenant Application Received,4,30,Female,"$1,450.00 ","$10,150.00 ",91304,0,1450,,,,,,1
Closed Ineligible,1,50,Female,"$1,450.00 ","$10,150.00 ",90027,0,1450,,,,,,1
Closed Ineligible,1,30,Female,"$1,450.00 ","$10,150.00 ",93535,0,1450,,,,,,1
Closed Ineligible,2,30,Female,"$1,450.00 ","$10,000.00 ",91340,0,1450,,,,,,1
Application on Hold,2,30,Female,"$1,450.00 ","$10,000.00 ",91602,0,1450,,,,,,1
Tenant Application Received,2,30,Female,"$1,450.00 ","$9,850.00 ",91403,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$9,700.00 ",90006,0,1450,,,,,,1
Tenant Application Received,1,30,Male,"$1,450.00 ","$9,450.00 ",90043,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$9,325.00 ",90005,0,1450,,,,,,1
Tenant Pending Initial Submission of Documents,1,30,Male,"$1,450.00 ","$9,240.00 ",91401,0,1450,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,3,30,Female,"$1,450.00 ","$9,190.00 ",90011,0,1450,,,,,,1
Closed Ineligible,2,50,Male,"$1,450.00 ","$9,060.39 ",90501,0,1450,,,,,,1
Tenant Application Received,2,30,Male,"$1,450.00 ","$9,060.39 ",90501,0,1450,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Female,"$1,450.00 ","$9,060.00 ",91304,0,1450,,,,,,1
Tenant Pending Initial Submission of Documents,3,30,Female,"$1,450.00 ","$9,000.00 ",90042,0,1450,,,,,,1
Tenant Application Received,4,30,Female,"$1,450.00 ","$8,990.00 ",91403,0,1450,,,,,,1
Tenant Pending Initial Submission of Documents,1,30,Male,"$1,450.00 ","$8,726.64 ",90038,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,450.00 ","$8,700.00 ",90003,0,1450,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,4,30,Male,"$1,450.00 ","$8,700.00 ",90031,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,450.00 ","$8,700.00 ",90004,0,1450,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,"$1,450.00 ","$8,700.00 ",90038,0,1450,,,,,,1
Application on Hold,1,30,Male,"$1,450.00 ","$8,700.00 ",91405,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,450.00 ","$8,700.00 ",91352,0,1450,,,,,,1
Application on Hold,1,30,Female,"$1,450.00 ","$8,700.00 ",90008,0,1450,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,3,30,Female,"$1,450.00 ","$8,700.00 ",90044,0,1450,,,,,,1
Closed Ineligible,2,30,Female,"$1,450.00 ","$8,700.00 ",90001,0,1450,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Female,"$1,450.00 ","$8,700.00 ",90272,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,450.00 ","$8,700.00 ",90044,0,1450,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,5,30,Male,"$1,450.00 ","$8,700.00 ",90006,0,1450,,,,,,1
Application on Hold,1,30,Male,"$1,450.00 ","$8,700.00 ",91406,0,1450,,,,,,1
Manager Approval Required,1,30,Female,"$1,450.00 ","$8,700.00 ",90047,0,1450,,,,,,1
Closed Ineligible,1,30,Male,"$1,450.00 ","$8,700.00 ",93536,0,1450,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$1,450.00 ","$8,700.00 ",90006,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,450.00 ","$8,700.00 ",90026,0,1450,,,,,,1
Application on Hold,5,30,Female,"$1,450.00 ","$8,700.00 ",90027,0,1450,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,"$1,450.00 ","$8,700.00 ",90003,0,1450,,,,,,1
Application on Hold,3,30,Female,"$1,450.00 ","$8,700.00 ",90042,0,1450,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$1,450.00 ","$8,700.00 ",90028,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,450.00 ","$8,700.00 ",91607,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,450.00 ","$8,700.00 ",90028,0,1450,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,450.00 ","$8,350.00 ",90015,8350,1450,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,450.00 ","$8,250.00 ",90027,8250,1450,,,,,,1
Closed Ineligible,7,30,Female,"$1,450.00 ","$8,000.00 ",90059,8000,1450,,,,,,1
Closed Ineligible,3,30,Male,"$1,450.00 ","$7,850.00 ",90012,7850,1450,,,,,,1
Closed Ineligible,4,30,Female,"$1,450.00 ","$7,500.00 ",90201,7500,1450,,,,,,1
Application on Hold,1,30,Female,"$1,450.00 ","$7,380.00 ",91356,7380,1450,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,3,30,Female,"$1,450.00 ","$7,250.00 ",90011,7250,1450,,,,,,1
Closed Ineligible,3,30,Female,"$1,450.00 ","$7,250.00 ",93550,7250,1450,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,450.00 ","$7,250.00 ",91325,7250,1450,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,450.00 ","$7,250.00 ",90008,7250,1450,,,,,,1
Closed Ineligible,2,30,I prefer not to answer,"$1,450.00 ","$7,250.00 ",90037,7250,1450,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,450.00 ","$7,250.00 ",90731,7250,1450,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,450.00 ","$7,250.00 ",90047,7250,1450,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,450.00 ","$7,250.00 ",91605,7250,1450,,,,,,1
Closed Ineligible,3,50,Male,"$1,450.00 ","$7,200.00 ",90201,7200,1450,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,450.00 ","$7,150.00 ",90042,7150,1450,,,,,,1
Tenant Application Received,6,30,Female,"$1,450.00 ","$7,136.98 ",90057,7136.98,1450,,,,,,1
Tenant Application Received,1,30,Female,"$1,450.00 ","$7,099.11 ",91605,7099.11,1450,,,,,,1
Tenant Application Received,5,30,Female,"$1,450.00 ","$6,900.00 ",91306,6900,1450,,,,,,1
Closed Ineligible,2,30,Female,"$1,450.00 ","$6,062.00 ",91304,6062,1450,,,,,,1
Tenant Approved: Pending Payment to the Landlord,3,30,Female,"$1,450.00 ","$6,000.00 ",90020,6000,1450,,,,,,1
Closed Ineligible,1,30,Male,"$1,450.00 ","$5,980.00 ",90802,5980,1450,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,3,30,Male,"$1,450.00 ","$5,800.00 ",90019,5800,1450,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,4,30,Female,"$1,450.00 ","$5,800.00 ",90006,5800,1450,,,,,,1
Closed Ineligible,1,30,Male,"$1,450.00 ","$5,800.00 ",90037,5800,1450,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,450.00 ","$5,800.00 ",90034,5800,1450,,,,,,1
Application on Hold,4,30,Male,"$1,450.00 ","$5,710.00 ",91601,5710,1450,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Female,"$1,450.00 ","$5,650.00 ",91607,5650,1450,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,450.00 ","$5,556.00 ",90037,5556,1450,,,,,,1
Tenant Application Received,4,30,Female,"$1,450.00 ","$5,450.00 ",91606,5450,1450,,,,,,1
Tenant Application Received,2,80,Male,"$1,450.00 ","$5,350.00 ",90033,5350,1450,,,,,,1
Closed Ineligible,1,30,I prefer not to answer,"$1,450.00 ","$5,311.00 ",90001,5311,1450,,,,,,1
Application on Hold,4,30,Female,"$1,450.00 ","$5,275.00 ",91405,5275,1450,,,,,,1
Application on Hold,1,30,Male,"$1,450.00 ","$4,900.00 ",91335,4900,1450,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$1,450.00 ","$4,800.00 ",90006,4800,1450,,,,,,1
