Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Tenant Application Received,1,30,Hispanic,Male,750,7850,90011,9
Closed Ineligible,3,50,Hispanic,Female,1100,3850,90044, 
Tenant Application Received,1,30,Black,Male,1465,4655,90008,10
Manager Approval Required,4,30,Other,Female,2420,13640,91405,2
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Tenant Application Received,1,30,Black,Male,2426,53372,90012,14
Tenant Application Received,3,30,Black,Female,4000,26600,90044,15
Application on Hold,3,30,Hispanic,Male,1400,2800,90008,10
Tenant Pending Final Submission of Documents,1,30,White,Male,4000,20000,90036,5
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,764,4584,90018,8
Manager Approval Required,3,30,White,Male,3800,22200,90038,13
Tenant Approved: Landlord Eligibility Under Review,3,30,Black,Male,1855,10518,91352,6
Tenant Application Received,1,30,Hispanic,Female,1850,16650,90006,10
Tenant Application Received,2,30,Black,Female,1650,12950,90008,10
Tenant Application Received,4,30,White,Male,4200,100800,91352,6
Tenant Approved: Landlord Final Notification to Respond,7,30,Hispanic,Female,1950,2570,90061,8
Tenant Pending Final Submission of Documents,2,30,White,Female,3465,3465,91406,6
Tenant Approved: Landlord Pending Final Submission of Documents,4,30,Black,Female,2150,4300,90037,9
Tenant Application Received,1,30,Asian,Female,1006,19114,90029,13
Tenant Approved: Tenant & Landlord Under Review,2,30,Hispanic,Female,936,2808,90011,9
Application on Hold,4,30,Black,Female,1133,2266,90501,15
Tenant Pending Final Submission of Documents,1,30,White,Female,1712.12,1613.46,90028,13
Tenant Application Received,1,30,Other,Female,1096.97,9962,90046,5
Closed Ineligible,1,30,Asian,Female,2295,9180,90501, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,1500,5757.27,91335,4
Application on Hold,2,30,White,Female,2200.3,10501.5,90049,5
Tenant Application Received,1,30,White,Male,3100,37220,90014,14
Tenant Application Received,3,30,Black,Female,2541.61,27387.55,90094,11
Tenant Application Received,3,30,Hispanic,Female,1750,19917.95,90023,14
Tenant Approved: Landlord Final Notification to Respond,4,30,Hispanic,Female,1200,4800,90011,9
Tenant Pending Final Submission of Documents,1,30,White,Female,1895,3982.83,91604,4
Application on Hold,4,30,Hispanic,Female,1505.22,9031.32,91401,2
Tenant Pending Final Submission of Documents,1,30,Black,Male,1360,8160,90047,8
Tenant Pending Final Submission of Documents,2,30,White,Male,3601,5991,90016,10
Manager Approval Required,2,30,White,Female,3300,19800,90501,15
Tenant Application Received,1,30,Black,Male,850,9350,90014,14
Tenant Application Received,3,30,White,Female,2018.61,30279.15,90038,13
Tenant Application Received,1,30,Hispanic,Male,1950,25350,90041,14
Tenant Application Received,5,30,Other,I prefer not to answer,3000,87000,91343,12
Tenant Approved: Closed Landlord Paid,3,30,Other,Female,1600,6400,91403,4
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Female,1040,3120,90062,8
Tenant Application Received,3,30,Other,Male,2200,15039,91316,4
Tenant Application Received,2,30,White,Male,2095,34387.42,90038,13
Closed Ineligible,5,30,Other,Female,1275,6991.58,91405,2
Tenant Application Received,1,30,Hispanic,Female,1077,14010.5,90028,13
Tenant Approved: Tenant & Landlord Under Review,6,30,Hispanic,Female,1495,3740,91402,6
Tenant Approved: Tenant & Landlord Under Review,1,30,Other,I prefer not to answer,2328.49,6401.6,90046,13
Tenant Application Received,1,30,Black,Male,1162,10458,90018,8
Closed Ineligible,5,30,Other,Female,1391,331,93535, 
Tenant Application Received,1,30,Other,Male,2900,46400,91402,6
Application on Hold,2,30,Hispanic,Female,1130,4520,91606,2
Tenant Eligibility Under Review,3,30,White,Female,1277,6385,91401,4
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,2390,2390,90007,9
Tenant Approved: Pending Payment to the Landlord,1,30,Asian,Female,1675,6700,90042,14
Application on Hold,4,30,White,Female,1371,6855,91325,12
Tenant Application Received,3,30,White,Female,3000,34500,91352,7
Tenant Approved: Closed Landlord Paid,2,30,Hispanic,Female,1400.22,8401.32,90020,10
Tenant Application Received,2,30,White,Female,3600,30800,91352,2
Application on Hold,1,30,Hispanic,Male,1800,3985.66,91304,3
Application on Hold,1,30,Black,Male,576,1152,90013,9
Closed Ineligible,4,30,Hispanic,Female,1950,4750,90001, 
Tenant Application Received,1,80,Black,Male,2350,14100,90065,13
Tenant Application Received,2,30,Other,Male,1595,26971,91411,6
Closed Ineligible,6,30,Hispanic,Female,1400,6600,90002, 
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,1241,1682,90028,13
Tenant Application Received,2,30,Other,Female,1486.89,16355.79,90019,10
Closed Ineligible,2,30,Other,Male,2200,15400,90640, 
Tenant Application Received,2,30,White,Male,1692,12720,91423,4
Application on Hold,3,30,White,Female,2200,5190,91403,4
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Male,2195,2429.94,90004,13
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1400,8000,90018,8
Tenant Approved: Closed Landlord Paid,3,30,White,Female,2325,3431.83,90038,13
Tenant Application Received,4,80,Other,Female,4900,34300,91352,2
Tenant Application Received,4,30,Black,Female,3200,38400,90044,15
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,1303,1303,90018,10
Tenant Approved: Landlord Final Notification to Respond,4,30,Hispanic,Female,1265,1267.83,91405,2
Tenant Application Received,8+,30,Hispanic,Female,2025.71,12037.87,90019,10
Tenant Application Received,1,30,Black,Female,1733,20316.5,91602,2
Tenant Application Received,2,30,Black,Female,1032,9288,90044,9
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,1500,4500,90034,5
Tenant Application Received,1,30,Black,Female,1375,11350,90002,8
Tenant Application Received,3,30,Hispanic,Female,1855,19745,90008,8
Landlord Application Submitted,, ,Other,,0,0,,
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,1300,7800,91405,6
Tenant Application Received,3,30,Other,Female,2295,20655,91411,4
Tenant Application Received,1,30,Black,Male,2500,57500,90036,5
Tenant Application Received,2,30,Hispanic,Female,1683.37,23576.25,90005,5
Tenant Application Received,1,30,Black,Female,1091,43640,90037,9
Tenant Pending Final Submission of Documents,3,30,Black,Female,2195,8780,91411,4
Tenant Approved: Landlord Final Notification to Respond,1,30,Asian,Male,1144,4576,90004,13
Closed Ineligible,1,30,Black,Female,1500,9000,90220, 
Tenant Approved: Landlord Final Notification to Respond,1,30,Hispanic,Male,1450,2900,90018,10
Tenant Application Received,5,30,Black,Female,3100,27997.2,90012,14
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2800,5600,90032,14
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,White,Male,2620,4768.9,90014,14
Closed Ineligible,1,30,Black,Female,3000,69000,90047, 
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Male,2795,16770,90027,4
Tenant Approved: Closed Landlord Paid,6,30,Hispanic,Male,1321,5148,90005,5
Tenant Application Received,3,30,Hispanic,Female,1845,20271,90006,1
Tenant Application Received,2,30,White,Male,2200,29400,91316,4
Tenant Application Received,4,30,Black,Female,1851,47151,90002,15
Tenant Application Received,4,30,Black,Female,1614,11298,91601,2
Tenant Application Received,1,30,Other,Female,2475,11025,91606,2
Tenant Approved: Pending Payment to the Landlord,1,30,Other,Male,716.5,1433,90017,1
Tenant Pending Final Submission of Documents,1,30,Other,Female,1200,1200,90018,10
Tenant Application Received,1,30,Black,Female,1754,12919,90046,4
Tenant Application Received,2,30,Hispanic,Female,1675,18427,90020,13
Application on Hold,1,30,Hispanic,Male,960,7396.42,90008,10
Tenant Application Received,2,30,Black,Male,2500,16000,90003,8
Tenant Pending Final Submission of Documents,2,30,White,Male,3800,22800,91601,2
Tenant Application Received,1,30,Hispanic,Female,300,2700,90011,9
Tenant Application Received,3,30,Hispanic,Female,956.17,10517.87,90006,10
Application on Hold,3,30,Hispanic,Female,1200,4820,90006,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Black,Female,2000,7000,90066,11
Tenant Application Received,3,30,White,Male,1550,12400,91306,3
Tenant Application Received,2,30,Hispanic,Male,1900,17100,91352,2
Tenant Application Received,1,30,Hispanic,Male,1585,17435,90042,1
Tenant Application Received,5,30,White,Female,2600,29716.98,90046,13
Tenant Application Received,1,30,Hispanic,Male,1700,13600,91303,3
Tenant Pending Final Submission of Documents,3,50,White,Male,3500,21000,91343,7
Tenant Pending Final Submission of Documents,3,30,Black,Female,1127,4508,90016,10
Tenant Approved: Landlord Final Notification to Respond,4,30,Hispanic,Female,950.15,950.15,90018,10
Tenant Application Received,2,30,Asian,Male,1799.44,21559.32,90020,13
Tenant Approved: Closed Landlord Paid,4,30,Other,Male,1875,6985.83,91606,2
Application on Hold,1,30,Hispanic,Male,1133.6,2134.4,90004,10
Tenant Application Received,1,30,Black,Male,1030,24720,91405,6
Closed Ineligible,3,30,Other,Male,2623,15738,90292, 
Application on Hold,3,30,Black,Female,822,3276,90037,9
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,975,1950,90005,10
Tenant Application Received,4,30,Black,Female,3462,53182.8,91604,2
Tenant Application Received,1,30,Black,Male,909,9453,90013,14
Tenant Pending Final Submission of Documents,1,30,White,Female,1595,3190,91605,2
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,1395,995.88,91607,2
Tenant Application Received,5,30,White,Male,2600,20800,91311,12
Tenant Pending Final Submission of Documents,3,30,Other,Male,3011,14513,91303,3
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,1075,1047,90027,13
Tenant Application Received,2,30,Other,Female,1641,12190.44,91335,3
Tenant Pending Final Submission of Documents,1,30,White,Female,1455.22,1679.3,90026,13
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,1716.73,1716.73,91405,2
Tenant Application Received,3,30,White,Female,4100,33600,90292,11
Closed Ineligible,2,30,Black,Female,600,5600,90003,9
Tenant Application Received,3,30,White,Male,2700,54000,91304,3
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,1800,6100,91605,2
Closed Ineligible,2,30,White,Female,2899,23182,91387, 
Tenant Application Received,3,30,Other,Gender Non-Confirming,1730,12110,90005,10
Tenant Approved: Landlord Final Notification to Respond,7,30,Black,Female,2128,5386,91343,7
Tenant Application Received,1,30,White,Female,5000,85000,91306,3
Tenant Pending Final Submission of Documents,1,30,Black,Male,1200,4200,90003,9
Tenant Pending Final Submission of Documents,1,30,White,Female,1140,5700,91403,4
Closed Ineligible,1,30,Black,Male,1466,4000,90220, 
Application on Hold,1,30,Black,Male,1725,6000,90008,10
Tenant Pending Final Submission of Documents,1,30,Black,Female,1806,18000,90014,14
Tenant Application Received,3,30,White,Male,4300,27200,90045,11
Closed Ineligible,1,30,Hispanic,Male,2000,12000,90031, 
Tenant Pending Final Submission of Documents,1,30,Black,Male,2535,9731.62,90012,14
Tenant Application Received,4,30,Hispanic,Female,1005,9035,90020,10
Closed Ineligible,2,80,Asian,Male,2027.83,5063.6,91606-3851,2
Tenant Application Received,3,30,Hispanic,Female,1240,14974,90026, 
Tenant Application Received,4,30,Hispanic,Female,988,11856,91402,6
Tenant Pending Final Submission of Documents,1,30,Black,Female,1895,3447.04,90005,10
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Hispanic,Male,934,5604,91343,6
Tenant Pending Final Submission of Documents,1,30,White,Male,1850,1850,90026,13
Closed Ineligible,3,50,Other,Male,3600,45200,91770, 
Tenant Eligibility Under Review,2,30,Black,Male,3621,26896.6,90004,13
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Female,2450,12100,90048,5
Tenant Application Received,3,30,White,Male,2870,6650,90066,11
Tenant Approved: Landlord Final Notification to Respond,2,30,Black,Female,1000,3600,90011,9
Tenant Application Received,1,30,White,Female,400,10000,90014,14
Tenant Application Received,2,30,Black,Female,2400,24000,91605,6
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,White,Male,1339,5356,91607,2
Tenant Approved: Landlord Final Notification to Respond,5,30,White,Female,1000,5000,90019,10
Application on Hold,2,30,White,Male,1450,1450,91343,7
Closed Ineligible,1,30,Hispanic,Female,900,5400,90660, 
Tenant Application Received,2,30,Black,Female,1000,14000,90047,8
Application on Hold,2,30,Other,Male,1872,11232,90019,10
Tenant Application Received,1,30,Hispanic,Trans Female,3300,36300,90047,8
Tenant Pending Final Submission of Documents,1,30,White,Male,1605,7625,90027,4
Tenant Application Received,1,30,Other,Female,1450,23200,90014,14
Closed Ineligible,1,30,White,Female,1482,2482,90019,10
Tenant Approved: Closed Landlord Paid,4,30,White,Female,2018.37,4156.74,90034,10
Tenant Application Received,1,30,Black,Female,1136,9080.98,90010,10
Tenant Application Received,4,30,Hispanic,Female,1646,32920,90034,10
Application on Hold,4,50,Other,Female,3000,18000,90032,14
Closed Ineligible,4,30,Hispanic,Female,2250,18000,90241, 
Application on Hold,1,30,Black,Female,1337,5348,91606,2
Tenant Application Received,4,30,Hispanic,Female,776.66,5436.62,90005,10
Application on Hold,1,30,Black,Male,2550,17850,90047,8
Tenant Pending Final Submission of Documents,2,30,Black,Female,2300,13800,90007,8
Tenant Application Received,5,30,Asian,Female,2386.05,23314.1,91606,2
Tenant Application Received,1,30,Black,Female,1295,15540,90036,5
Tenant Application Received,1,30,Asian,Male,1580.02,30020.38,91403,4
Tenant Approved: Landlord Final Notification to Respond,5,30,Hispanic,Male,2700,9300,91326,12
Tenant Approved: Landlord Final Notification to Respond,2,30,Black,Female,1650,6600,90047,8
Tenant Pending Final Submission of Documents,2,30,Black,Female,1800,10800,90019,10
Closed Ineligible,3,30,Black,Male,1600,11200,90304, 
Closed Ineligible,1,30,Black,Male,875,3500,90044,8
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,1670,1668.84,91604,4
Tenant Application Received,2,30,Other,I prefer not to answer,2970,32169.86,91367,3
Tenant Application Received,4,30,Black,Female,2550,9450,90002,15
Tenant Application Received,1,30,Black,Male,2640,18380,90732,15
Tenant Application Received,1,30,Hispanic,Female,1384.39,12746.81,90016,10
Tenant Application Received,6,30,Asian,Male,3744.4,27360,91367,3
Tenant Application Received,1,30,Black,Male,2400,25200,91601,2
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,1026,3126,91303,3
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Female,3800,19200,90049,11
Tenant Pending Final Submission of Documents,2,30,Black,Male,840,3360,90013,14
Tenant Application Received,4,30,Other,Female,821,21505,90011,9
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Male,1995,4379.62,90029,13
Tenant Application Received,4,30,Hispanic,Male,1406,16874.16,90034,10
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Male,600,3000,90006,1
Closed Ineligible,1,30,Other,Male,2500,15000,90011,9
Tenant Application Received,1,30,Black,Female,2365.31,43662.79,90017,1
Tenant Application Received,1,30,White,Female,4619,85307,90015,14
Tenant Application Received,1,30,White,Female,1750,10900,91405,2
Tenant Application Received,2,30,Other,Male,2450,29400,91504,2
Tenant Application Received,2,30,Hispanic,Female,1339,4479.26,90037,9
Tenant Approved: Landlord Eligibility Under Review,1,30,Asian,Male,1625,4372.05,90004,13
Tenant Application Received,1,30,White,Male,2050,32800,90013,14
Application on Hold,4,30,Black,Female,2840,6088.89,90046,4
Application on Hold,2,30,Hispanic,Female,1200,3600,90744,15
Tenant Application Received,1,30,Black,Male,2800,36200,90008,10
Closed Ineligible,1,30,Black,Male,1750,10500,90022, 
Tenant Application Received,4,30,Black,Female,3361.6,78844.8,91304,3
