Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Closed Ineligible,1,30,Black,Female,"$1,500.00","$2,934.00",90047, 
Tenant Eligibility Under Review,3,50,Hispanic,Female,"$2,475.00","$13,702.15",91335,3
Tenant Application Received,2,30,White,Female,"$2,500.00","$35,000.00",91605,2
Tenant Application Received,1,30,Black,Male,"$1,200.00","$7,200.00",90003, 
Tenant Eligibility Under Review,3,30,White,Male,"$5,600.00","$50,400.00",90034,10
Tenant Application Received,1,30,White,Male,"$2,000.00","$18,800.00",91306,3
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,White,Male,"$2,335.85","$11,679.00",90068,4
Tenant Application Received,5,30,Black,Female,"$2,522.00","$18,041.22",91311,12
Tenant Application Received,1,30,White,Female,"$1,800.00","$30,600.00",90034,5
Tenant Pending Final Submission of Documents,2,30,White,Male,"$2,750.00","$16,500.00",90027,4
Tenant Application Received,2,30,Black,Female,$818.00,"$15,542.00",90011,9
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$2,387.00","$5,012.70",91344,12
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Male,"$1,301.33","$3,903.99",91602,2
Tenant Application Received,4,30,White,Female,"$2,350.00","$21,150.00",91342,7
Tenant Application Received,8+,30,Hispanic,Female,"$3,150.29","$22,052.03",90011,9
Tenant Application Received,1,30,White,Female,"$1,950.00","$30,413.00",91606,2
Tenant Application Received,2,30,Black,Female,"$3,295.00","$39,540.00",90028,13
Tenant Application Received,1,30,Asian,Male,"$1,000.00","$7,000.00",91342,7
Tenant Application Received,3,30,White,Female,"$2,000.00","$14,000.00",91352,2
Tenant Approved: Landlord Eligibility Under Review,5,30,Other,Female,"$1,730.00","$5,190.00",91311,12
Manager Approval Required,2,30,White,Female,"$3,900.00","$23,400.00",90041,14
Tenant Application Received,1,30,White,Female,"$3,000.00","$126,000.00",91042,7
Tenant Application Received,1,30,Black,Male,"$3,269.00","$55,573.00",90014,14
Tenant Pending Final Submission of Documents,2,30,Other,Female,"$1,200.00","$4,200.00",90047,8
Tenant Application Received,1,30,Black,Male,"$1,475.00","$39,824.00",90044,9
Tenant Application Received,1,30,Black,Male,"$3,030.00","$19,465.00",90015,14
Tenant Application Received,2,30,White,Male,"$3,817.00","$64,889.00",90028,13
Tenant Application Received,2,30,Black,Male,"$2,500.00","$102,500.00",90043,8
Tenant Application Received,2,30,Other,Female,"$4,000.00","$28,000.00",91606,2
Tenant Application Received,4,30,Hispanic,Male,"$1,117.00","$8,911.00",90020,10
Tenant Application Received,2,30,Black,Male,"$1,042.00","$15,638.69",91405,2
Tenant Application Received,1,30,Black,Male,"$1,400.00","$26,200.00",91601,2
Manager Approval Required,1,30,Black,Male,"$1,903.61","$10,039.74",90036,5
Application on Hold,1,30,Black,Female,"$1,107.83","$1,431.93",90005,10
Application on Hold,1,30,Black,Female,"$1,240.00","$7,400.00",90004,13
Tenant Application Received,1,30,Black,Female,"$2,171.00","$26,052.00",91326,12
Closed Ineligible,1,30,White,Male,"$4,000.00","$28,000.00",90069, 
Tenant Eligibility Under Review,1,30,Other,Female,"$1,300.00","$4,800.00",91342,7
Application on Hold,1,30,Black,Female,"$1,685.00","$3,416.88",90036,5
Tenant Application Received,1,30,White,Female,"$1,158.00","$10,622.00",90731,15
Closed Ineligible,1,50,White,Female,"$2,415.35","$26,519.24",90046, 
Tenant Application Received,1,30,Black,Male,"$1,700.00","$40,800.00",90006,1
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$3,113.84",$105.05,90038,13
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Pending Final Submission of Documents,1,30,White,Male,"$4,000.00","$24,000.00",90008,10
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Black,Female,"$2,400.00","$12,000.00",90013,14
Closed Ineligible,1,30,Other,Female,"$1,185.00","$6,625.00",90292, 
Tenant Application Received,1,30,Other,Female,"$2,295.00",$687.95,91601,2
Tenant Pending Final Submission of Documents,3,30,Black,Female,"$2,800.00","$8,400.00",91335,4
Tenant Pending Final Submission of Documents,2,30,White,Female,"$1,800.00","$14,400.00",90008,10
Tenant Application Received,1,30,Black,Male,$842.00,"$7,578.00",90057,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,"$1,800.00","$7,200.00",90037,9
Tenant Application Received,1,30,Black,Female,"$2,690.00","$40,249.76",90017,14
Tenant Application Received,3,30,Asian,Female,"$1,800.00","$6,450.00",90020,10
Application on Hold,2,30,Hispanic,Male,"$1,400.00","$4,200.00",90039,13
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$3,200.00","$3,200.00",90011,9
Tenant Application Received,4,30,Black,Male,"$2,000.00","$74,000.00",90068,4
Closed Ineligible,1,30,Black,Male,"$1,450.00","$5,980.00",90802, 
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,550.00","$9,300.00",90041,14
Closed Ineligible,1,30,Hispanic,Female,"$1,500.00","$6,000.00",90293,11
Tenant Approved: Tenant & Landlord Under Review,1,30,Black,Female,"$2,000.00","$5,000.00",90045,11
Tenant Application Received,1,30,White,Male,"$1,715.00","$29,155.00",90028,13
Tenant Approved: Landlord Final Notification to Respond,4,30,Hispanic,Male,$974.00,"$5,844.00",90032,14
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,"$1,594.00","$3,462.00",90026,1
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,500.00","$9,000.00",90002,9
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Hispanic,Female,"$1,750.00","$14,000.00",90034,5
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,"$1,130.00","$3,390.00",90057,1
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$3,400.00","$20,400.00",91306,3
Application on Hold,1,30,Other,Male,"$1,260.00","$15,703.33",90042,1
Tenant Application Received,1,30,Other,Female,$905.00,"$7,623.00",90066,11
Tenant Pending Final Submission of Documents,1,30,White,Female,$950.00,"$5,700.00",90061,15
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Male,"$1,750.00","$10,500.00",90043,8
Tenant Pending Final Submission of Documents,2,30,White,Male,"$2,850.00","$17,100.00",91331,7
Tenant Approved: Landlord Final Notification to Respond,1,30,Other,Male,"$1,747.00","$6,988.00",90017,1
Tenant Application Received,1,30,White,Male,"$1,339.00","$15,067.00",90028,13
Tenant Application Received,1,30,Other,Female,"$1,500.00","$9,000.00",,
Tenant Approved: Landlord Eligibility Under Review,5,30,Black,Female,"$1,746.00","$6,984.00",90003,9
Tenant Pending Final Submission of Documents,1,30,White,Male,"$1,000.00","$6,160.00",90008,10
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Hispanic,Female,"$2,400.00","$14,400.00",90044,9
Tenant Application Received,3,50,Hispanic,Male,"$1,401.00","$3,457.00",90027,13
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$2,650.00","$15,900.00",90018,8
Tenant Pending Final Submission of Documents,2,30,Black,Female,"$1,100.00","$1,100.00",90003,8
Closed Ineligible,1,30,Asian,Male,"$1,500.00","$1,500.00",92805, 
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,600.00","$9,600.00",90066,11
Closed Ineligible,, ,Other,,$0.00,$0.00,,
Tenant Application Received,2,30,Black,Male,"$1,700.00","$40,800.00",90008,10
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,400.00","$8,000.00",90003,9
Tenant Application Received,4,30,Hispanic,Trans Female,"$2,395.00","$52,690.00",91367,3
Tenant Approved: Closed Landlord Paid,2,30,Hispanic,Female,"$1,898.00","$3,621.84",90026,1
Tenant Application Received,1,30,Hispanic,Female,"$1,720.00","$29,240.00",90020,10
Tenant Application Received,4,30,White,Male,"$3,200.00","$20,400.00",90024,5
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Application Received,1,80,Black,Male,"$3,000.00","$88,500.00",90015, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,400.00","$8,400.00",90063,14
Tenant Application Received,2,30,Black,Female,"$3,195.00","$38,350.83",91367,3
Application on Hold,1,30,Other,Female,"$2,528.83","$15,172.98",91367,3
Tenant Approved: Closed Landlord Paid,4,30,Hispanic,Male,"$1,977.98","$7,060.54",90057,1
Tenant Pending Final Submission of Documents,2,30,Other,Female,"$1,078.20","$3,234.60",90004,10
Tenant Pending Final Submission of Documents,5,30,Black,Female,"$2,500.00","$12,500.00",90062,8
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,258.00","$3,774.00",90018,8
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,073.00","$3,219.00",90006,1
Tenant Pending Final Submission of Documents,1,30,Black,Female,$678.00,"$3,390.90",90016,10
Tenant Approved: Landlord Eligibility Under Review,3,30,Other,Male,"$3,500.00","$21,000.00",91606,2
Tenant Application Received,6,30,Hispanic,Female,"$2,083.00","$27,389.00",90732,15
Tenant Application Received,3,30,White,Female,"$3,350.00","$30,150.00",91402,6
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Male,"$1,854.00","$1,854.00",90019,10
Closed Ineligible,3,30,Black,Female,"$1,700.00","$3,000.00",90002, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,$643.31,"$4,693.00",90023,14
Tenant Application Received,5,30,White,Male,"$1,357.83","$6,300.00",90005,10
Closed Ineligible,2,30,Hispanic,Female,"$1,849.00","$1,849.00",90022, 
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$1,024.85","$2,049.70",91342,7
Closed Ineligible,3, ,Hispanic,Female,"$2,000.00","$16,000.00",91748, 
Tenant Pending Final Submission of Documents,1,30,White,Female,"$1,300.00","$5,700.00",91331,7
Tenant Application Received,3,30,Black,Female,"$1,500.00","$12,000.00",91343,6
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,"$1,500.00","$1,500.00",90020,1
Tenant Application Received,1,30,Black,Male,"$1,091.00","$10,910.00",90008,10
Tenant Application Received,1,30,White,Male,"$4,600.00","$32,200.00",90049,11
Closed Ineligible,1,50,White,Male,"$1,150.00","$2,000.00",90068,4
Tenant Application Received,1,30,Hispanic,Male,"$3,138.00","$32,909.62",91604,4
Tenant Application Received,3,30,White,Male,"$1,650.00","$5,326.98",91324,12
Tenant Application Received,1,30,White,Male,"$4,500.00","$36,000.00",91344,12
Tenant Application Received,1,30,Black,Female,"$1,800.00","$12,600.00",91324,12
Application on Hold,1,30,Hispanic,Female,"$1,355.00","$2,600.00",91601,2
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$2,800.00","$13,602.00",91342,7
Tenant Application Received,5,30,Hispanic,Male,"$1,109.00","$15,468.00",90744, 
Tenant Application Received,3,30,Other,Female,"$3,500.00","$82,100.00",91316,4
Application on Hold,1,30,Black,Female,"$2,275.00","$3,423.64",90025,5
Tenant Application Received,1,30,White,Male,"$4,000.00","$28,000.00",90028,13
Application on Hold,2,30,Black,Female,"$2,500.00","$15,000.00",91304,12
Application on Hold,4,30,Asian,Male,"$1,324.65","$1,324.65",90041,14
Tenant Application Received,1,30,Hispanic,Male,"$1,850.00","$20,350.00",90062,8
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,$274.75,$274.75,90026,13
Tenant Application Received,1,80,White,Female,"$2,040.00","$8,160.00",91606,2
Closed Ineligible,1,30,Black,I prefer not to answer,"$1,075.00","$6,750.00",90062, 
Tenant Application Received,2,30,Black,Female,"$1,025.00","$7,175.00",90020,10
Tenant Application Received,1,30,Hispanic,Male,$938.00,"$13,132.00",90004,13
Tenant Application Received,2,30,Hispanic,Female,"$1,960.00","$15,680.00",90013,14
Tenant Application Received,2,30,White,Male,"$1,300.00","$16,900.00",90038,13
Application on Hold,2,30,White,Male,"$1,115.23","$4,988.61",91411,4
Closed Ineligible,2,30,Black,Male,"$1,800.00","$10,800.00",90034,5
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,"$1,980.00","$11,880.00",90014,14
Tenant Application Received,4,30,Hispanic,Female,"$1,350.00","$11,800.00",90011,9
Tenant Application Received,1,30,White,Male,$700.00,"$16,750.00",91602,2
Tenant Application Received,1,30,Black,Male,"$1,762.00","$33,739.61",90039,13
Tenant Approved: Landlord Eligibility Under Review,3,30,Asian,Female,"$2,100.00","$12,600.00",90004,10
Tenant Application Received,1,30,Hispanic,Male,"$2,200.00","$11,200.00",91040,7
Tenant Application Received,1,30,Black,Female,"$2,200.00","$17,600.00",90043,8
Closed Ineligible,5,30,Hispanic,Female,$680.00,"$1,360.00",90221, 
Tenant Application Received,1,30,Black,Male,"$1,250.00","$6,350.00",90018,8
Application on Hold,4,30,Black,Female,"$1,288.00","$1,288.00",91345,7
Tenant Application Received,1,30,White,Female,"$2,700.00","$72,900.00",91605,2
Application on Hold,1,30,Hispanic,Male,"$4,150.00","$24,900.00",91331,6
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,400.00","$62,000.00",90042,1
Tenant Application Received,2,80,Hispanic,Female,"$1,171.43","$9,574.35",90018,10
Tenant Pending Final Submission of Documents,1,30,Other,Female,"$2,400.00","$8,400.00",90003,9
Tenant Application Received,2,50,White,Female,"$7,200.00","$43,200.00",91604, 
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,850.00","$11,100.00",90047,8
Tenant Application Received,1,30,White,Male,"$1,500.00","$13,500.00",90026,1
Tenant Application Received,1,30,Other,Female,"$1,213.67","$12,170.67",90027,4
Tenant Approved: Landlord Eligibility Under Review,3,30,Asian,Male,"$2,450.00","$12,250.00",90057,1
Closed Ineligible,2,30,Black,Male,"$1,795.00","$1,795.00",90302, 
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Female,$730.00,"$7,272.54",90014,14
Tenant Application Received,3,30,Hispanic,Female,"$1,800.00","$16,200.00",90008,10
Tenant Pending Final Submission of Documents,2,30,White,Female,"$2,500.00","$15,000.00",90291,11
Tenant Approved: Closed Landlord Paid,1,30,Asian,Male,"$3,024.00","$9,008.00",90010,10
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$3,650.00","$18,250.00",90065,1
Tenant Application Received,1,30,Asian,Male,"$2,000.00","$46,000.00",90014,14
Tenant Application Received,5,30,Hispanic,Male,"$2,200.00","$17,600.00",91342,7
Tenant Application Received,3,30,Asian,Male,"$2,495.00","$16,440.00",90004,10
Application on Hold,1,30,Black,Male,"$1,600.00","$8,080.00",90028,13
Tenant Pending Final Submission of Documents,2,30,Black,Male,"$2,400.00","$14,400.00",90003,9
Application on Hold,2,30,Hispanic,Female,"$1,700.00","$6,800.00",90019,10
Tenant Approved: Landlord Pending Final Submission of Documents,1,50,Black,Male,"$2,050.00","$12,300.00",90016,10
Application on Hold,1,30,Hispanic,Male,"$1,590.00","$4,429.23",90038,13
Closed Ineligible,5,30,Black,Female,$800.00,"$17,600.00",90059,15
Tenant Pending Final Submission of Documents,1,30,White,Male,"$1,200.00","$2,200.00",90006,1
Closed Ineligible,2,30,Black,Female,"$1,050.00","$11,944.00",90044,8
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,"$2,000.00","$6,000.00",91402,6
Tenant Application Received,1,30,Black,Male,"$2,498.61","$10,800.00",90034,5
Tenant Eligibility Under Review,1,30,Black,Female,"$2,145.00","$8,580.00",91325-4773,12
Tenant Application Received,2,30,Hispanic,Female,$600.00,"$4,200.00",90731,15
Tenant Pending Final Submission of Documents,3,30,Black,Male,"$2,220.00","$6,240.00",90015,14
Tenant Application Received,3,30,Hispanic,Female,"$1,500.00","$34,500.00",91411,6
Tenant Application Received,4,30,Black,Female,"$1,400.00","$26,600.00",90062,8
Tenant Application Received,1,30,White,Male,"$2,000.00","$35,550.00",91604,4
Tenant Eligibility Under Review,4,30,Other,Male,"$3,800.00","$22,800.00",91605,2
Tenant Application Received,1,30,Black,Female,"$2,800.00","$18,400.00",90044,8
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,350.00","$5,400.00",90043,8
Tenant Application Received,4,30,White,Female,"$3,550.00","$28,400.00",90038,5
Tenant Application Received,1,30,Black,Male,"$1,500.00","$13,500.00",90012,14
Tenant Application Received,5,30,Hispanic,Female,"$2,400.00","$19,200.00",90042,14
Tenant Pending Final Submission of Documents,3,30,White,Female,"$1,953.61","$2,330.51",91325,12
Closed Ineligible,6,50,Black,Female,"$1,411.00","$4,734.25",93536, 
Tenant Eligibility Under Review,4,30,White,Male,"$2,400.00","$12,000.00",91402,6
Tenant Application Received,1,30,White,Male,$800.00,"$33,600.00",90744,15
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,253.61","$2,860.83",90068,4
Tenant Pending Final Submission of Documents,4,30,Black,Male,"$2,100.00","$4,200.00",90027,4
Tenant Pending Final Submission of Documents,4,50,Other,Female,"$1,998.00","$7,994.00",90032,14
Tenant Application Received,2,30,Black,Male,"$3,674.00","$44,088.00",90013,14
Closed Ineligible,7,30,Hispanic,Female,"$1,300.00","$9,100.00",90002, 
Tenant Application Received,1,30,Black,Female,$502.00,"$4,106.00",90015,14
Tenant Application Received,1,30,White,Female,"$1,875.00","$13,759.00",91604,4
Tenant Pending Final Submission of Documents,1,30,White,Male,"$4,500.00","$27,000.00",91343,12
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Application Received,1,30,Black,Female,$491.00,"$4,910.00",90018,8
Closed Ineligible,3,30,White,Male,"$2,781.00","$4,650.00",90048, 
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,800.00","$2,397.32",90057,13
Closed Ineligible,4,30,Black,Male,"$2,500.00","$2,500.00",90046, 
Manager Approval Required,2,30,White,Female,"$3,600.00","$21,600.00",90044,8
Application on Hold,1,30,Other,Male,"$1,456.00","$8,736.00",90034,10
